cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,Nivel
"200601","20017702","200177","2",1.000000000000000,Morón 3745,Morón 3745,Jardín de Infantes Nucleado D (EPCjc 24/12°),JIN D-02 (24),4674-3732,dei_jind3_de12@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",12.000000000000000,10.000000000000000,FLORESTA,01 - HOSP ALVAREZ,"1",98169.117439399997238,100341.427897000001394,Inicial Común
"200081","20029400","200294","0",1.000000000000000,Tucumán 3233,San Luis 3224,Jardín de Infantes Nucleado B (EPCjs 08/02°) El Jardín del Abasto [Sede],JIN B-00 (08),4863-3413,dei_jinb8_de2@bue.edu.ar,C1186,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",2.000000000000000,3.000000000000000,BALVANERA,08 - HOSP RAMOS MEJIA,"1",104714.367289000001620,103259.153233000004548,Inicial Común
"200589","20147001","201470","1",1.000000000000000,Caracas 2057,Caracas 2057,Jardín de Infantes Nucleado B (EPCjs 06/12°),JIN B-01 (06),4583-8766,jinbde12@gmail.com       dei_jinb8_de12@bue.edu.ar,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",12.000000000000000,11.000000000000000,VILLA GRAL. MITRE,01 - HOSP ALVAREZ,"1",99037.166536100005032,102456.115533000003779,Inicial Común
"200605","20190100","201901","0",1.000000000000000,Dr. Juan Felipe Aranguren 2605,Dr. Juan Felipe Aranguren 2605,Jardín Maternal N° 05/12° H° Dr. T. Alvarez,JM 05/12,4637-7195,dei_jm5_de12@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JM,Jardín Maternal,Dirección de Educación Inicial,"1",12.000000000000000,7.000000000000000,FLORES,01 - HOSP ALVAREZ,"1",99493.156250800006092,100652.372292999993078,Inicial Común
"200606","20122800","201228","0",1.000000000000000,Condarco 290,Condarco 290,Colegio N° 09 Justo José de Urquiza,Col 09,4301-4305,dem_col9_de12@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,COL,Colegio,Dirección de Educación Media,"1",12.000000000000000,7.000000000000000,FLORES,01 - HOSP ALVAREZ,"1",99510.138165900003514,100214.371499000000767,Secundario Común
"202352","20244800","202448","0",2.000000000000000,Juncal 838,Juncal 838,Centro Argentino de Vinos y Espirituosas,C. Arg de Vinos,4643-2201/4328-1326,contacto@cave.com.ar,C1014,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",1.000000000000000,1.000000000000000,RETIRO,04 - HOSP FERNANDEZ,"1",107692.499372999998741,104067.261536000005435,Superior No Universitario Común
"200608","20119800","201198","0",1.000000000000000,Bogotá 2759,Bogotá 2759,Esc. de Educacion Media N° 01/12° Julio Cortazar,EEM 01/12,4611-4993,dem_eem1_de12@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,"1",12.000000000000000,7.000000000000000,FLORES,01 - HOSP ALVAREZ,"1",99399.141087299998617,100334.376237000004039,Secundario Común
"200609","20202600","202026","0",1.000000000000000,Gral. José Gervasio de Artigas 690,Gral. José Gervasio de Artigas 690 / Morón 2538,Centro de Formación Profesional N° 24 (sede),CFP 24 (s),4611-5374,cfp24_de12@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,"1",12.000000000000000,7.000000000000000,FLORES,01 - HOSP ALVAREZ,"2",99592.163824200004456,100786.368149999994785,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200618","20302819","203028","19",1.000000000000000,Condarco 1129,Condarco 1129,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 14,CV Folk 14,4642-5554 INT 103,vocacionales2010@yahoo.com.ar,"1416",http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,"1",12.000000000000000,11.000000000000000,VILLA GRAL. MITRE,01 - HOSP ALVAREZ,"1",99196.897164699985296,101204.922298000004957,Otros Servicios Educativos de la modalidad Común
"200613","20200703","202007","3",1.000000000000000,Pje. La Porteña 14,Pje. La Porteña 14,Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,CFP 10 SEC (a),4611-4213,cfp10_de1@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,"1",12.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99548.162268300002324,99976.132562800004962,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200619","20055400","200554","0",1.000000000000000,Rafaela 5159,Rafaela 5159,Jardín de Infantes Nucleado D (EPCjc 01/13°) [Sede],JIN D-00 (01),4684-1764,dei_jind1_de13@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,10.000000000000000,VILLA LURO,09 - HOSP SANTOJANNI,"1",96595.024971799997729,98869.493799200005014,Inicial Común
"200620","20144103","201441","3",1.000000000000000,Chascomús 5598,Chascomús 5598,Jardín de Infantes Nucleado B (EPCjc 02/13°),JIN B-03 (02),4683-8208,dei_jinb4_de13@bue.edu.ar /jinbtrece@gmail.com,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96902.965337500005262,97307.480632499995409,Inicial Común
"200620","20018400","200184","0",1.000000000000000,Chascomús 5598,Chascomús 5598,Esc. Primaria Común N° 02 Patria Grande,EPjc 02,4682-0024,dep_epc2_de13@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96902.965337500005262,97307.480632499995409,Primario Común
"200621","20144102","201441","2",1.000000000000000,Avda. Larrazábal 1556,Avda. Larrazábal 1556,Jardín de Infantes Nucleado B (EPCjc 03/13°),JIN B-02 (03),4683-8208,dei_jinb4_de13@bue.edu.ar /jinbtrece@gmail.com,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96633.961196100004599,97333.491925799986348,Inicial Común
"200621","20164000","201640","0",1.000000000000000,Avda. Larrazábal 1556,Avda. Larrazábal 1556,Esc. Primaria Común N° 03 Eduardo Ladislao Holmberg,EPjc 03,4635-1190,dep_epc3_de13@bue.edu.ar / esc3de13@hotmail.com,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96633.961196100004599,97333.491925799986348,Primario Común
"200621","20194700","201947","0",1.000000000000000,Avda. Larrazábal 1556,Avda. Larrazábal 1556,Esc. de Música N° 06,EMus 06,4635-1190,dep_emp3_de13@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,EMP,Escuela de Música -Primarias-,Dirección de Educación Primaria,"1",13.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96633.961196100004599,97333.491925799986348,Otros Servicios Educativos de la modalidad Común
"200622","20144100","201441","0",1.000000000000000,Manuel Artigas 5951,Carolina Muzilli 5926,Jardín de Infantes Nucleado B (EPCjc 04/13°) [Sede],JIN B-00 (04),4683-8208,dei_jinb4_de13@bue.edu.ar /jinbtrece@gmail.com,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96303.972888400006923,97764.505868399995961,Inicial Común
"200622","20143300","201433","0",1.000000000000000,Manuel Artigas 5951,Manuel Artigas 5951,Esc. Primaria Común N° 04 República del Brasil,EPjc 04,4682-1678,dep_epc4_de13@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96303.972888400006923,97764.505868399995961,Primario Común
"200623","20073701","200737","1",1.000000000000000,Zinny 1641,Zinny 1641,Jardín de Infantes Nucleado C (EPCjs 05/13°) Niños Latinoamericanos,JIN C-01 (05),4683-0777,jincde13@gmail.com,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99183.080072299999301,97499.713227000000188,Inicial Común
"200624","20055401","200554","1",1.000000000000000,Cnel. Ramón L. Falcón 4801,Cnel. Ramón L. Falcón 4801,Jardín de Infantes Nucleado D (EPCjc 06/13°),JIN D-01 (06),4684-1764,dei_jind1_de13@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,10.000000000000000,VILLA LURO,06 - HOSP PIÑERO,"1",97035.574245900003007,99075.515403500001412,Inicial Común
"200625","20002400","200024","0",1.000000000000000,Avda. Juan Bautista Alberdi 4755,Avda. Juan Bautista Alberdi 4755,Esc. Primaria Común N° 07 Recuerdos de Provincia,EPjs 07,4683-3331,dep_epc7_de13@bue.edu.ar / pri07de13@hotmail.com,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",13.000000000000000,10.000000000000000,VILLA LURO,06 - HOSP PIÑERO,"1",97215.020004999998491,98463.467731299984735,Primario Común
"200626","20073700","200737","0",1.000000000000000,Saravia 2358,Saravia 2358,Jardín de Infantes Nucleado C (EPCjs 08/13°) [Sede] Niños Latinoamericanos,JIN C-00 (08),4683-0777,dei_jinc8_de13@bue.edu.ar / jincde13@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98804.799020399994333,96736.058283499995014,Inicial Común
"200626","20139200","201392","0",1.000000000000000,Saravia 2358,Homero 2159,Esc. Primaria Común N° 08 Reino de Thailandia,EPjs 08,4683-6366,dep_epc8_de13@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",13.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98804.799020399994333,96736.058283499995014,Primario Común
"200627","20010300","200103","0",1.000000000000000,Miralla 2666,Miralla 2666,Esc. Primaria Común N° 09 Homero Manzi,EPjs 09,4682-0899,dep_epc9_de13@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",13.000000000000000,8.000000000000000,VILLA LUGANO,06 - HOSP PIÑERO,"1",98230.950222300001769,96332.424761200003559,Primario Común
"200628","20184100","201841","0",1.000000000000000,Lacarra 1135,Lacarra 1135,Jardín de Infantes Integral N° 03/13° Jardín del Parque,JII 03/13,4671-4775,dei_jii3_de13@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",13.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98797.044999799996731,98326.401204699999653,Inicial Común
"200628","20092800","200928","0",1.000000000000000,Lacarra 1135,Lacarra 1135,Esc. Primaria Común N° 10 Antonio Zaccagnini,EPjc 10,4671-7008,dep_epc10_de13@bue.edu.ar / escuela10de13@gmail.com,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98797.044999799996731,98326.401204699999653,Primario Común
"200638","20055403","200554","3",1.000000000000000,José Enrique Rodó 4431,José Enrique Rodó 4431,Jardín de Infantes Nucleado D (EPCjc 21/13°),JIN D-03 (21),4684-1764,dei_jind1_de13@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",97781.030266899993876,98445.443921099998988,Inicial Común
"200638","20116700","201167","0",1.000000000000000,José Enrique Rodó 4431,José Enrique Rodó 4431,Esc. Primaria Común N° 21 Pedro Inchauspe,EPjc 21,4671-5359,dep_epc21_de13@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",97781.030266899993876,98445.443921099998988,Primario Común
"201338","20068500","200685","0",2.000000000000000,Yatay 261,Yatay 261,Inst. Privado Argentino Japonés en Buenos Aires,I Priv Argentino Japones en BA,4983-3310,"secundaria@nichiagakuin.edu.ar, primaria@nichiagakuin.edu.ar",C1184,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",7.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"1",103095.807490000006510,102234.192368999982136,Inicial Común - Primario Común - Secundario Común
"201447","20101100","201011","0",2.000000000000000,Juan Ramírez de Velazco 748,Juan Ramírez de Velazco 748,Colegio Paideia,Col Paideia,4855-3186/4676,info@colegiopaideia.edu.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9.000000000000000,15.000000000000000,VILLA CRESPO,03 - HOSP DURAND,"1",102193.261941000018851,103655.012862999996287,Secundario Común
"200057","20240300","202403","0",1.000000000000000,Paraguay 1657,Paraguay 1657,Jardín Maternal N° 06/01 Jardín del Palacio,JM 06/01,4815-9239,dei_jm6_de1@bue.edu.ar,C1062,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JM,Jardín Maternal,Dirección de Educación Inicial,"1",1.000000000000000,2.000000000000000,RECOLETA,04 - HOSP FERNANDEZ,"1",106614.413056000004872,103471.073453999997582,Inicial Común
"202150","20275500","202755","0",2.000000000000000,Humahuaca 4242,Humahuaca 4242,Jardín de Infantes La Vaca de Humahuaca,JI La Vaca de Humahuaca,4862-4226,jjardinlavacadehumahuaca@hotmail.com,C1192,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"1",103493.958759999994072,103112.404790999993565,Otros Servicios Educativos de la modalidad Común
"201305","20134500","201345","0",2.000000000000000,Yatay 240,Yatay 240,Escuela Técnica Ort 01,ET Ort 01,4958-9000,escuelaort@ort.edu.ar,C1184,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",7.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"1",103075.557037000005948,102191.394992999994429,Secundario Común
"200822","20079700","200797","0",1.000000000000000,Gualeguaychú 550,Gualeguaychú 550,Jardín de Infantes Común N° 03/18° El Jardín de la Floresta,JIC 03/18,4674-1576,dei_jic3_de18@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",18.000000000000000,10.000000000000000,FLORESTA,01 - HOSP ALVAREZ,"1",97811.096845799998846,100016.442880999995396,Inicial Común
"200823","20157403","201574","3",1.000000000000000,Gallardo 521,Gallardo 521,Jardín de Infantes Nucleado B (EPCjs 24/18°),JIN B-03 (24),4644-1728,dei_jinb14_de18@bue.edu.ar,C1408,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",18.000000000000000,10.000000000000000,VERSALLES,11 - HOSP VELEZ SARSFIELD,"1",94331.014543199999025,99669.588952799997060,Inicial Común
"200823","20076100","200761","0",1.000000000000000,Gallardo 521,Gallardo 521,Esc. Primaria Común N° 24 Maipú,EPjc 24,4641-2584,dep_epc24_de18@bue.edu.ar / escuela24de18@yahoo.com.ar,C1408,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",18.000000000000000,10.000000000000000,VERSALLES,11 - HOSP VELEZ SARSFIELD,"1",94331.014543199999025,99669.588952799997060,Primario Común
"200817","20158800","201588","0",1.000000000000000,Bruselas 721,Bruselas 785,Esc. Primaria Común N° 25 Estados Unidos de América,EPjs 25,4641-2722,dep_epc25_de18@bue.edu.ar,C1408,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",18.000000000000000,10.000000000000000,VERSALLES,11 - HOSP VELEZ SARSFIELD,"1",94519.034075899995514,100048.581103000004077,Primario Común
"200827","20007900","200079","0",1.000000000000000,Gallardo 149,Gallardo 149,Colegio N° 13 Cnel. Tomás Espora,Col 13,4641-2011/6074,dem_col13_de18@bue.edu.ar,C1408,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,COL,Colegio,Dirección de Educación Media,"1",18.000000000000000,9.000000000000000,LINIERS,11 - HOSP VELEZ SARSFIELD,"1",94408.225087700004224,99112.911047200002940,Secundario Común - Secundario de Jóvenes y Adultos
"200830","20123000","201230","0",1.000000000000000,Virgilio 1980,Virgilio 1980,Esc. Técnica N° 27 Hipólito Yrigoyen,ET 27,4567-2244/4341,det_27_de18@bue.edu.ar,C1408,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",18.000000000000000,10.000000000000000,MONTE CASTRO,11 - HOSP VELEZ SARSFIELD,"1",94949.079518300000927,100929.563106000001426,Secundario Común
"201163","20201201","202012","1",1.000000000000000,Avda. Medrano 162,Avda. Medrano 162,Centro de Formación Profesional N° 08 (anexo),CFP 08 (a),4958-8042,cfp_ocho@yahoo.com.ar/cfp8_de6@bue.edu.ar,C1179,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,"1",2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"1",103771.496665999991819,102288.786911999995937,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200828","20123100","201231","0",1.000000000000000,San Blas 5387,San Blas 5387,Esc. de Comercio N° 30 Dr. Esteban Agustín Gascón,EC 30,4567-0219,dem_ec30_de18@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,"1",18.000000000000000,10.000000000000000,VILLA LURO,11 - HOSP VELEZ SARSFIELD,"1",95759.052344399999129,99909.529034799998044,Secundario Común
"200829","20068000","200680","0",1.000000000000000,Avda. Alvarez Jonte 5075,Avda. Alvarez Jonte 5075,Esc. de Comercio N° 33 Maipú,EC 33,4566-6220/5080,dem_ec33_de18@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,"1",18.000000000000000,10.000000000000000,MONTE CASTRO,11 - HOSP VELEZ SARSFIELD,"1",95793.095793600004981,100926.527740000004997,Secundario Común
"200831","20074600","200746","0",1.000000000000000,Avda. Lope de Vega 2150,Avda. Lope de Vega 2150,Esc. Técnica N° 35 Ing. Eduardo Latzina,ET 35,4567-5838/1441,det_35_de18@bue.edu.ar,C1417,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",18.000000000000000,10.000000000000000,MONTE CASTRO,11 - HOSP VELEZ SARSFIELD,"1",95058.084614099992905,101000.558625999998185,Secundario Común
"200025","20123200","201232","0",1.000000000000000,Lavalle 1681,Lavalle 1681,Esc. Técnica N° 19 Alejandro Volta,ET 19,4371-5611,det_19_de1@bue.edu.ar,C1048,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",1.000000000000000,1.000000000000000,SAN NICOLAS,08 - HOSP RAMOS MEJIA,"1",106591.391396999999415,102966.074342000007164,Secundario Común
"200832","20303500","203035","0",1.000000000000000,Alejandro Magariños Cervantes 5068,Alejandro Magariños Cervantes 5068,Esc. Superior de Educación Artística en Arte Cerámico N¬ 2 Fernando Arranz,ESEA F Arranz,4567-3613,dea_isma_isfa_arranz@bue.edu.ar / dea_ec200_de18@bue.edu.ar,"1407",http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,SecCom - SNUCom - OSECom - OSEAdu,Nivel Secundario Común - Nivel Superior No Universitario Común - Otros Servicios Educativos de las modalidadades Común y de Jóvenes y Adultos,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,"1",18.000000000000000,10.000000000000000,VELEZ SARSFIELD,11 - HOSP VELEZ SARSFIELD,"1",96237.066795699996874,100022.019003999987035,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de modalidad Común - Otros Servicios Educativos de Jóvenes y Adult
"200781","20311500","203115","0",1.000000000000000,Cnel. Ramón Lista 5256,Cnel. Ramón Lista 5242,Jardín de Infantes Común N° 06/17°,JIC 06/17,4639-7881,dei_jic6_de17@bue.edu.ar,C1417,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",17.000000000000000,11.000000000000000,VILLA DEVOTO,11 - HOSP VELEZ SARSFIELD,"1",94420.102436499990290,101719.585424000004423,Inicial Común
"200847","20004000","200040","0",1.000000000000000,Avda. Riestra 1850,Avda. Riestra 1850,Esc. Primaria Común N° 04 Ricardo Güiraldes,EPjs 04,4918-8935,dep_epc4_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",19.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",102456.106362999998964,98092.247556400005124,Primario Común
"200832","20302900","203029","0",1.000000000000000,Alejandro Magariños Cervantes 5068,Alejandro Magariños Cervantes 5068,Esc. Superior de Educación Artística en Danza N° 02 Jorge Donn,ESEA 02 J Donn,4567-6561,dea_ed2_de18@bue.edu.ar / dea_isma_isfa_donn@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,SecCom - SNUCom - OSECom,Nivel Secundario Común - Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,"1",18.000000000000000,10.000000000000000,VELEZ SARSFIELD,11 - HOSP VELEZ SARSFIELD,"1",96237.066795699996874,100022.019003999987035,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común
"200762","20035000","200350","0",1.000000000000000,Argerich 5651,Argerich 5651,Esc. de Educacion Media N° 01/16° Rodolfo Walsh,EEM 01/16,4572-0714,dem_eem1_de16@bue.edu.ar / emem1de16@yahoo.com.ar,C1419,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,"1",16.000000000000000,12.000000000000000,VILLA PUEYRREDON,07 - HOSP PIROVANO,"1",95643.287946199983708,105570.534503000002587,Secundario Común
